             z_alpha	          n_neigh_ch	            sus_perc	            n_sigmas	   n_broken_channels
            0.300000	                  11	            0.300000	            3.500000	                  16
            0.350000	                  11	            0.300000	            3.500000	                  17
            0.400000	                  11	            0.300000	            3.500000	                  18
            0.450000	                  11	            0.300000	            3.500000	                  19
            0.500000	                  11	            0.300000	            3.500000	                  20
            0.550000	                  11	            0.300000	            3.500000	                  23
            0.600000	                  11	            0.300000	            3.500000	                  33
            0.650000	                  11	            0.300000	            3.500000	                  48
            0.700000	                  11	            0.300000	            3.500000	                  78
            0.750000	                  11	            0.300000	            3.500000	                 132
            0.800000	                  11	            0.300000	            3.500000	                 205
            0.850000	                  11	            0.300000	            3.500000	                 338
            0.250000	                  12	            0.300000	            3.500000	                  10
            0.300000	                  12	            0.300000	            3.500000	                  16
            0.350000	                  12	            0.300000	            3.500000	                  17
            0.400000	                  12	            0.300000	            3.500000	                  18
            0.450000	                  12	            0.300000	            3.500000	                  19
            0.500000	                  12	            0.300000	            3.500000	                  21
            0.550000	                  12	            0.300000	            3.500000	                  24
            0.600000	                  12	            0.300000	            3.500000	                  32
            0.650000	                  12	            0.300000	            3.500000	                  49
            0.700000	                  12	            0.300000	            3.500000	                  78
            0.750000	                  12	            0.300000	            3.500000	                 130
            0.800000	                  12	            0.300000	            3.500000	                 200
            0.850000	                  12	            0.300000	            3.500000	                 347
            0.250000	                  13	            0.300000	            3.500000	                  11
            0.300000	                  13	            0.300000	            3.500000	                  16
            0.350000	                  13	            0.300000	            3.500000	                  17
            0.400000	                  13	            0.300000	            3.500000	                  18
            0.450000	                  13	            0.300000	            3.500000	                  19
            0.500000	                  13	            0.300000	            3.500000	                  20
            0.550000	                  13	            0.300000	            3.500000	                  23
            0.600000	                  13	            0.300000	            3.500000	                  35
            0.650000	                  13	            0.300000	            3.500000	                  49
            0.700000	                  13	            0.300000	            3.500000	                  79
            0.750000	                  13	            0.300000	            3.500000	                 125
            0.800000	                  13	            0.300000	            3.500000	                 208
            0.850000	                  13	            0.300000	            3.500000	                 348
            0.250000	                  14	            0.300000	            3.500000	                  11
            0.300000	                  14	            0.300000	            3.500000	                  16
            0.350000	                  14	            0.300000	            3.500000	                  17
            0.400000	                  14	            0.300000	            3.500000	                  18
            0.450000	                  14	            0.300000	            3.500000	                  19
            0.500000	                  14	            0.300000	            3.500000	                  21
            0.550000	                  14	            0.300000	            3.500000	                  23
            0.600000	                  14	            0.300000	            3.500000	                  34
            0.650000	                  14	            0.300000	            3.500000	                  49
            0.700000	                  14	            0.300000	            3.500000	                  78
            0.750000	                  14	            0.300000	            3.500000	                 120
            0.800000	                  14	            0.300000	            3.500000	                 210
            0.850000	                  14	            0.300000	            3.500000	                 337
            0.250000	                  15	            0.300000	            3.500000	                  11
            0.300000	                  15	            0.300000	            3.500000	                  16
            0.350000	                  15	            0.300000	            3.500000	                  18
            0.400000	                  15	            0.300000	            3.500000	                  18
            0.450000	                  15	            0.300000	            3.500000	                  19
            0.500000	                  15	            0.300000	            3.500000	                  21
            0.550000	                  15	            0.300000	            3.500000	                  23
            0.600000	                  15	            0.300000	            3.500000	                  35
            0.650000	                  15	            0.300000	            3.500000	                  49
            0.700000	                  15	            0.300000	            3.500000	                  75
            0.750000	                  15	            0.300000	            3.500000	                 122
            0.800000	                  15	            0.300000	            3.500000	                 210
            0.850000	                  15	            0.300000	            3.500000	                 337
            0.250000	                  16	            0.300000	            3.500000	                  11
            0.300000	                  16	            0.300000	            3.500000	                  16
            0.350000	                  16	            0.300000	            3.500000	                  18
            0.400000	                  16	            0.300000	            3.500000	                  18
            0.450000	                  16	            0.300000	            3.500000	                  19
            0.500000	                  16	            0.300000	            3.500000	                  21
            0.550000	                  16	            0.300000	            3.500000	                  24
            0.600000	                  16	            0.300000	            3.500000	                  35
            0.650000	                  16	            0.300000	            3.500000	                  47
            0.700000	                  16	            0.300000	            3.500000	                  72
            0.750000	                  16	            0.300000	            3.500000	                 122
            0.800000	                  16	            0.300000	            3.500000	                 215
            0.850000	                  16	            0.300000	            3.500000	                 336
            0.250000	                  17	            0.300000	            3.500000	                  11
            0.300000	                  17	            0.300000	            3.500000	                  16
            0.350000	                  17	            0.300000	            3.500000	                  18
            0.400000	                  17	            0.300000	            3.500000	                  18
            0.450000	                  17	            0.300000	            3.500000	                  19
            0.500000	                  17	            0.300000	            3.500000	                  20
            0.550000	                  17	            0.300000	            3.500000	                  23
            0.600000	                  17	            0.300000	            3.500000	                  36
            0.650000	                  17	            0.300000	            3.500000	                  48
            0.700000	                  17	            0.300000	            3.500000	                  75
            0.750000	                  17	            0.300000	            3.500000	                 123
            0.800000	                  17	            0.300000	            3.500000	                 214
            0.850000	                  17	            0.300000	            3.500000	                 336
            0.250000	                  18	            0.300000	            3.500000	                  11
            0.300000	                  18	            0.300000	            3.500000	                  16
            0.350000	                  18	            0.300000	            3.500000	                  18
            0.400000	                  18	            0.300000	            3.500000	                  18
            0.450000	                  18	            0.300000	            3.500000	                  19
            0.500000	                  18	            0.300000	            3.500000	                  21
            0.550000	                  18	            0.300000	            3.500000	                  24
            0.600000	                  18	            0.300000	            3.500000	                  37
            0.650000	                  18	            0.300000	            3.500000	                  48
            0.700000	                  18	            0.300000	            3.500000	                  71
            0.750000	                  18	            0.300000	            3.500000	                 124
            0.800000	                  18	            0.300000	            3.500000	                 211
            0.850000	                  18	            0.300000	            3.500000	                 338
            0.250000	                  19	            0.300000	            3.500000	                  11
            0.300000	                  19	            0.300000	            3.500000	                  16
            0.350000	                  19	            0.300000	            3.500000	                  18
            0.400000	                  19	            0.300000	            3.500000	                  18
            0.450000	                  19	            0.300000	            3.500000	                  19
            0.500000	                  19	            0.300000	            3.500000	                  20
            0.550000	                  19	            0.300000	            3.500000	                  24
            0.600000	                  19	            0.300000	            3.500000	                  36
            0.650000	                  19	            0.300000	            3.500000	                  48
            0.700000	                  19	            0.300000	            3.500000	                  74
            0.750000	                  19	            0.300000	            3.500000	                 125
            0.800000	                  19	            0.300000	            3.500000	                 211
            0.850000	                  19	            0.300000	            3.500000	                 332
            0.250000	                  20	            0.300000	            3.500000	                  11
            0.300000	                  20	            0.300000	            3.500000	                  16
            0.350000	                  20	            0.300000	            3.500000	                  18
            0.400000	                  20	            0.300000	            3.500000	                  18
            0.450000	                  20	            0.300000	            3.500000	                  19
            0.500000	                  20	            0.300000	            3.500000	                  20
            0.550000	                  20	            0.300000	            3.500000	                  24
            0.600000	                  20	            0.300000	            3.500000	                  35
            0.650000	                  20	            0.300000	            3.500000	                  49
            0.700000	                  20	            0.300000	            3.500000	                  73
            0.750000	                  20	            0.300000	            3.500000	                 124
            0.800000	                  20	            0.300000	            3.500000	                 211
            0.850000	                  20	            0.300000	            3.500000	                 336
            0.250000	                  21	            0.300000	            3.500000	                  11
            0.300000	                  21	            0.300000	            3.500000	                  16
            0.350000	                  21	            0.300000	            3.500000	                  18
            0.400000	                  21	            0.300000	            3.500000	                  18
            0.450000	                  21	            0.300000	            3.500000	                  19
            0.500000	                  21	            0.300000	            3.500000	                  20
            0.550000	                  21	            0.300000	            3.500000	                  23
            0.600000	                  21	            0.300000	            3.500000	                  35
            0.650000	                  21	            0.300000	            3.500000	                  48
            0.700000	                  21	            0.300000	            3.500000	                  74
            0.750000	                  21	            0.300000	            3.500000	                 122
            0.800000	                  21	            0.300000	            3.500000	                 208
            0.850000	                  21	            0.300000	            3.500000	                 331
            0.250000	                  22	            0.300000	            3.500000	                  11
            0.300000	                  22	            0.300000	            3.500000	                  16
            0.350000	                  22	            0.300000	            3.500000	                  18
            0.400000	                  22	            0.300000	            3.500000	                  18
            0.450000	                  22	            0.300000	            3.500000	                  19
            0.500000	                  22	            0.300000	            3.500000	                  20
            0.550000	                  22	            0.300000	            3.500000	                  24
            0.600000	                  22	            0.300000	            3.500000	                  35
            0.650000	                  22	            0.300000	            3.500000	                  49
            0.700000	                  22	            0.300000	            3.500000	                  77
            0.750000	                  22	            0.300000	            3.500000	                 122
            0.800000	                  22	            0.300000	            3.500000	                 207
            0.850000	                  22	            0.300000	            3.500000	                 334
            0.250000	                  23	            0.300000	            3.500000	                  11
            0.300000	                  23	            0.300000	            3.500000	                  16
            0.350000	                  23	            0.300000	            3.500000	                  18
            0.400000	                  23	            0.300000	            3.500000	                  18
            0.450000	                  23	            0.300000	            3.500000	                  19
            0.500000	                  23	            0.300000	            3.500000	                  20
            0.550000	                  23	            0.300000	            3.500000	                  24
            0.600000	                  23	            0.300000	            3.500000	                  35
            0.650000	                  23	            0.300000	            3.500000	                  50
            0.700000	                  23	            0.300000	            3.500000	                  75
            0.750000	                  23	            0.300000	            3.500000	                 124
            0.800000	                  23	            0.300000	            3.500000	                 207
            0.850000	                  23	            0.300000	            3.500000	                 334
            0.250000	                  24	            0.300000	            3.500000	                  11
            0.300000	                  24	            0.300000	            3.500000	                  16
            0.350000	                  24	            0.300000	            3.500000	                  18
            0.400000	                  24	            0.300000	            3.500000	                  18            
            0.250000	                  24	            0.300000	            3.500000	                  11
            0.300000	                  24	            0.300000	            3.500000	                  16
            0.350000	                  24	            0.300000	            3.500000	                  18
            0.400000	                  24	            0.300000	            3.500000	                  18
            0.450000	                  24	            0.300000	            3.500000	                  19
            0.500000	                  24	            0.300000	            3.500000	                  20
            0.550000	                  24	            0.300000	            3.500000	                  24
            0.600000	                  24	            0.300000	            3.500000	                  35
            0.650000	                  24	            0.300000	            3.500000	                  48
            0.700000	                  24	            0.300000	            3.500000	                  74
            0.750000	                  24	            0.300000	            3.500000	                 127
            0.800000	                  24	            0.300000	            3.500000	                 206
            0.850000	                  24	            0.300000	            3.500000	                 338
            0.250000	                  25	            0.300000	            3.500000	                  11
            0.300000	                  25	            0.300000	            3.500000	                  16
            0.350000	                  25	            0.300000	            3.500000	                  18
            0.400000	                  25	            0.300000	            3.500000	                  18
            0.450000	                  25	            0.300000	            3.500000	                  19
            0.500000	                  25	            0.300000	            3.500000	                  20
            0.550000	                  25	            0.300000	            3.500000	                  24
            0.600000	                  25	            0.300000	            3.500000	                  35
            0.650000	                  25	            0.300000	            3.500000	                  49
            0.700000	                  25	            0.300000	            3.500000	                  75
            0.750000	                  25	            0.300000	            3.500000	                 128
            0.800000	                  25	            0.300000	            3.500000	                 210
            0.850000	                  25	            0.300000	            3.500000	                 335
            0.250000	                  26	            0.300000	            3.500000	                  11
            0.300000	                  26	            0.300000	            3.500000	                  16
            0.350000	                  26	            0.300000	            3.500000	                  18
            0.400000	                  26	            0.300000	            3.500000	                  18
            0.450000	                  26	            0.300000	            3.500000	                  19
            0.500000	                  26	            0.300000	            3.500000	                  20
            0.550000	                  26	            0.300000	            3.500000	                  24
            0.600000	                  26	            0.300000	            3.500000	                  35
            0.650000	                  26	            0.300000	            3.500000	                  49
            0.700000	                  26	            0.300000	            3.500000	                  76
            0.750000	                  26	            0.300000	            3.500000	                 126
            0.800000	                  26	            0.300000	            3.500000	                 208
            0.850000	                  26	            0.300000	            3.500000	                 337
            0.250000	                  27	            0.300000	            3.500000	                  11
            0.300000	                  27	            0.300000	            3.500000	                  16
            0.350000	                  27	            0.300000	            3.500000	                  18
            0.400000	                  27	            0.300000	            3.500000	                  18
            0.450000	                  27	            0.300000	            3.500000	                  19
            0.500000	                  27	            0.300000	            3.500000	                  20
            0.550000	                  27	            0.300000	            3.500000	                  24
            0.600000	                  27	            0.300000	            3.500000	                  34
            0.650000	                  27	            0.300000	            3.500000	                  49
            0.700000	                  27	            0.300000	            3.500000	                  73
            0.750000	                  27	            0.300000	            3.500000	                 124
            0.800000	                  27	            0.300000	            3.500000	                 212
            0.850000	                  27	            0.300000	            3.500000	                 335
            0.250000	                  28	            0.300000	            3.500000	                  11
            0.300000	                  28	            0.300000	            3.500000	                  16
            0.350000	                  28	            0.300000	            3.500000	                  18
            0.400000	                  28	            0.300000	            3.500000	                  18
            0.450000	                  28	            0.300000	            3.500000	                  19
            0.500000	                  28	            0.300000	            3.500000	                  20
            0.550000	                  28	            0.300000	            3.500000	                  24
            0.600000	                  28	            0.300000	            3.500000	                  36
            0.650000	                  28	            0.300000	            3.500000	                  51
            0.700000	                  28	            0.300000	            3.500000	                  74
            0.750000	                  28	            0.300000	            3.500000	                 124
            0.800000	                  28	            0.300000	            3.500000	                 207
            0.850000	                  28	            0.300000	            3.500000	                 341
            0.250000	                  29	            0.300000	            3.500000	                  11
            0.300000	                  29	            0.300000	            3.500000	                  16
            0.350000	                  29	            0.300000	            3.500000	                  18
            0.400000	                  29	            0.300000	            3.500000	                  18
            0.450000	                  29	            0.300000	            3.500000	                  19
            0.500000	                  29	            0.300000	            3.500000	                  20
            0.550000	                  29	            0.300000	            3.500000	                  24
            0.600000	                  29	            0.300000	            3.500000	                  35
            0.650000	                  29	            0.300000	            3.500000	                  50
            0.700000	                  29	            0.300000	            3.500000	                  72
            0.750000	                  29	            0.300000	            3.500000	                 123
            0.800000	                  29	            0.300000	            3.500000	                 210
            0.850000	                  29	            0.300000	            3.500000	                 334
            0.250000	                  30	            0.300000	            3.500000	                  11
            0.300000	                  30	            0.300000	            3.500000	                  16
            0.350000	                  30	            0.300000	            3.500000	                  18
            0.400000	                  30	            0.300000	            3.500000	                  18
            0.450000	                  30	            0.300000	            3.500000	                  19
            0.500000	                  30	            0.300000	            3.500000	                  20
            0.550000	                  30	            0.300000	            3.500000	                  24
            0.600000	                  30	            0.300000	            3.500000	                  36
            0.650000	                  30	            0.300000	            3.500000	                  51
            0.700000	                  30	            0.300000	            3.500000	                  72
            0.750000	                  30	            0.300000	            3.500000	                 127
            0.800000	                  30	            0.300000	            3.500000	                 207
            0.850000	                  30	            0.300000	            3.500000	                 343
            0.250000	                  31	            0.300000	            3.500000	                  11
            0.300000	                  31	            0.300000	            3.500000	                  16
            0.350000	                  31	            0.300000	            3.500000	                  18
            0.400000	                  31	            0.300000	            3.500000	                  18
            0.450000	                  31	            0.300000	            3.500000	                  19
            0.500000	                  31	            0.300000	            3.500000	                  20
            0.550000	                  31	            0.300000	            3.500000	                  24
            0.600000	                  31	            0.300000	            3.500000	                  35
            0.650000	                  31	            0.300000	            3.500000	                  49
            0.700000	                  31	            0.300000	            3.500000	                  72
            0.750000	                  31	            0.300000	            3.500000	                 126
            0.800000	                  31	            0.300000	            3.500000	                 208
            0.850000	                  31	            0.300000	            3.500000	                 341
            0.250000	                  32	            0.300000	            3.500000	                  11
            0.300000	                  32	            0.300000	            3.500000	                  16
            0.350000	                  32	            0.300000	            3.500000	                  18
            0.400000	                  32	            0.300000	            3.500000	                  18
            0.450000	                  32	            0.300000	            3.500000	                  19
            0.500000	                  32	            0.300000	            3.500000	                  20
            0.550000	                  32	            0.300000	            3.500000	                  24
            0.600000	                  32	            0.300000	            3.500000	                  35
            0.650000	                  32	            0.300000	            3.500000	                  50
            0.700000	                  32	            0.300000	            3.500000	                  73
            0.750000	                  32	            0.300000	            3.500000	                 128
            0.800000	                  32	            0.300000	            3.500000	                 204
            0.850000	                  32	            0.300000	            3.500000	                 346
            0.250000	                  33	            0.300000	            3.500000	                  11
            0.300000	                  33	            0.300000	            3.500000	                  16
            0.350000	                  33	            0.300000	            3.500000	                  18
            0.400000	                  33	            0.300000	            3.500000	                  18
            0.450000	                  33	            0.300000	            3.500000	                  19
            0.500000	                  33	            0.300000	            3.500000	                  20
            0.550000	                  33	            0.300000	            3.500000	                  24
            0.600000	                  33	            0.300000	            3.500000	                  36
            0.650000	                  33	            0.300000	            3.500000	                  50
            0.700000	                  33	            0.300000	            3.500000	                  74
            0.750000	                  33	            0.300000	            3.500000	                 126
            0.800000	                  33	            0.300000	            3.500000	                 207
            0.850000	                  33	            0.300000	            3.500000	                 348
            0.250000	                  34	            0.300000	            3.500000	                  11
            0.300000	                  34	            0.300000	            3.500000	                  16
            0.350000	                  34	            0.300000	            3.500000	                  18
            0.400000	                  34	            0.300000	            3.500000	                  18
            0.450000	                  34	            0.300000	            3.500000	                  20
            0.500000	                  34	            0.300000	            3.500000	                  20
            0.550000	                  34	            0.300000	            3.500000	                  24
            0.600000	                  34	            0.300000	            3.500000	                  35
            0.650000	                  34	            0.300000	            3.500000	                  51
            0.700000	                  34	            0.300000	            3.500000	                  74
            0.750000	                  34	            0.300000	            3.500000	                 131
            0.800000	                  34	            0.300000	            3.500000	                 203
            0.850000	                  34	            0.300000	            3.500000	                 353
            0.250000	                  35	            0.300000	            3.500000	                  11
            0.300000	                  35	            0.300000	            3.500000	                  16
            0.350000	                  35	            0.300000	            3.500000	                  18
            0.250000	                  35	            0.300000	            3.500000	                  11
            0.300000	                  35	            0.300000	            3.500000	                  16
            0.350000	                  35	            0.300000	            3.500000	                  18
            0.400000	                  35	            0.300000	            3.500000	                  18
            0.450000	                  35	            0.300000	            3.500000	                  19
            0.500000	                  35	            0.300000	            3.500000	                  20
            0.550000	                  35	            0.300000	            3.500000	                  24
            0.600000	                  35	            0.300000	            3.500000	                  36
            0.650000	                  35	            0.300000	            3.500000	                  51
            0.700000	                  35	            0.300000	            3.500000	                  74
            0.750000	                  35	            0.300000	            3.500000	                 133
            0.800000	                  35	            0.300000	            3.500000	                 208
            0.850000	                  35	            0.300000	            3.500000	                 353
            0.250000	                  36	            0.300000	            3.500000	                  11
            0.300000	                  36	            0.300000	            3.500000	                  16
            0.350000	                  36	            0.300000	            3.500000	                  18
            0.400000	                  36	            0.300000	            3.500000	                  18
            0.450000	                  36	            0.300000	            3.500000	                  20
            0.500000	                  36	            0.300000	            3.500000	                  20
            0.550000	                  36	            0.300000	            3.500000	                  24
            0.600000	                  36	            0.300000	            3.500000	                  35
            0.650000	                  36	            0.300000	            3.500000	                  51
            0.700000	                  36	            0.300000	            3.500000	                  76
            0.750000	                  36	            0.300000	            3.500000	                 134
            0.800000	                  36	            0.300000	            3.500000	                 206
            0.850000	                  36	            0.300000	            3.500000	                 355
            0.250000	                  37	            0.300000	            3.500000	                  11
            0.300000	                  37	            0.300000	            3.500000	                  16
            0.350000	                  37	            0.300000	            3.500000	                  18
            0.400000	                  37	            0.300000	            3.500000	                  18
            0.450000	                  37	            0.300000	            3.500000	                  20
            0.500000	                  37	            0.300000	            3.500000	                  20
            0.550000	                  37	            0.300000	            3.500000	                  24
            0.600000	                  37	            0.300000	            3.500000	                  36
            0.650000	                  37	            0.300000	            3.500000	                  50
            0.700000	                  37	            0.300000	            3.500000	                  75
            0.750000	                  37	            0.300000	            3.500000	                 132
            0.800000	                  37	            0.300000	            3.500000	                 212
            0.850000	                  37	            0.300000	            3.500000	                 358
            0.250000	                  38	            0.300000	            3.500000	                  11
            0.300000	                  38	            0.300000	            3.500000	                  16
            0.350000	                  38	            0.300000	            3.500000	                  18
            0.400000	                  38	            0.300000	            3.500000	                  18
            0.450000	                  38	            0.300000	            3.500000	                  20
            0.500000	                  38	            0.300000	            3.500000	                  20
            0.550000	                  38	            0.300000	            3.500000	                  24
            0.600000	                  38	            0.300000	            3.500000	                  35
            0.650000	                  38	            0.300000	            3.500000	                  51
            0.700000	                  38	            0.300000	            3.500000	                  76
            0.750000	                  38	            0.300000	            3.500000	                 132
            0.800000	                  38	            0.300000	            3.500000	                 210
            0.850000	                  38	            0.300000	            3.500000	                 356
            0.250000	                  39	            0.300000	            3.500000	                  11
            0.300000	                  39	            0.300000	            3.500000	                  16
            0.350000	                  39	            0.300000	            3.500000	                  18
            0.400000	                  39	            0.300000	            3.500000	                  18
            0.450000	                  39	            0.300000	            3.500000	                  20
            0.500000	                  39	            0.300000	            3.500000	                  20
            0.550000	                  39	            0.300000	            3.500000	                  24
            0.600000	                  39	            0.300000	            3.500000	                  35
            0.650000	                  39	            0.300000	            3.500000	                  51
            0.700000	                  39	            0.300000	            3.500000	                  76
            0.750000	                  39	            0.300000	            3.500000	                 135
            0.800000	                  39	            0.300000	            3.500000	                 215
            0.850000	                  39	            0.300000	            3.500000	                 361
            0.250000	                  40	            0.300000	            3.500000	                  11
            0.300000	                  40	            0.300000	            3.500000	                  16
            0.350000	                  40	            0.300000	            3.500000	                  18
            0.400000	                  40	            0.300000	            3.500000	                  18
            0.450000	                  40	            0.300000	            3.500000	                  20
            0.500000	                  40	            0.300000	            3.500000	                  20
            0.550000	                  40	            0.300000	            3.500000	                  25
            0.600000	                  40	            0.300000	            3.500000	                  36
            0.650000	                  40	            0.300000	            3.500000	                  51
            0.700000	                  40	            0.300000	            3.500000	                  78
            0.750000	                  40	            0.300000	            3.500000	                 136
            0.800000	                  40	            0.300000	            3.500000	                 215
            0.850000	                  40	            0.300000	            3.500000	                 359
