             z_alpha	          n_neigh_ch	            sus_perc	            n_sigmas	   n_broken_channels
            0.450000	                  30	            0.300000	            3.500000	                  28
            0.500000	                  30	            0.300000	            3.500000	                  28
            0.550000	                  30	            0.300000	            3.500000	                  28
            0.600000	                  30	            0.300000	            3.500000	                  29
            0.650000	                  30	            0.300000	            3.500000	                  31
            0.700000	                  30	            0.300000	            3.500000	                  38
            0.750000	                  30	            0.300000	            3.500000	                  57
            0.800000	                  30	            0.300000	            3.500000	                 107
            0.850000	                  30	            0.300000	            3.500000	                 233
            0.250000	                  35	            0.300000	            3.500000	                  24
            0.300000	                  35	            0.300000	            3.500000	                  26
            0.350000	                  35	            0.300000	            3.500000	                  28
            0.400000	                  35	            0.300000	            3.500000	                  28
            0.450000	                  35	            0.300000	            3.500000	                  28
            0.500000	                  35	            0.300000	            3.500000	                  28
            0.550000	                  35	            0.300000	            3.500000	                  28
            0.600000	                  35	            0.300000	            3.500000	                  29
            0.650000	                  35	            0.300000	            3.500000	                  31
            0.700000	                  35	            0.300000	            3.500000	                  37
            0.750000	                  35	            0.300000	            3.500000	                  55
            0.800000	                  35	            0.300000	            3.500000	                 112
            0.850000	                  35	            0.300000	            3.500000	                 237
            0.250000	                  40	            0.300000	            3.500000	                  24
            0.300000	                  40	            0.300000	            3.500000	                  26
            0.350000	                  40	            0.300000	            3.500000	                  28
            0.400000	                  40	            0.300000	            3.500000	                  28
            0.450000	                  40	            0.300000	            3.500000	                  28
            0.500000	                  40	            0.300000	            3.500000	                  28
            0.550000	                  40	            0.300000	            3.500000	                  28
            0.600000	                  40	            0.300000	            3.500000	                  30
            0.650000	                  40	            0.300000	            3.500000	                  31
            0.700000	                  40	            0.300000	            3.500000	                  38
            0.750000	                  40	            0.300000	            3.500000	                  61
            0.800000	                  40	            0.300000	            3.500000	                 109
            0.850000	                  40	            0.300000	            3.500000	                 228
